val_loss,val_dice,epoch,step,Train_loss
0.561394214630127,0.38267752528190613,0,652,
,,0,652,0.5879814028739929
0.47958314418792725,0.5385468006134033,1,1305,
,,1,1305,0.4673175811767578
0.47312846779823303,0.5602195858955383,2,1958,
,,2,1958,0.4447130262851715
nan,0.5703394412994385,3,2611,
,,3,2611,0.42537859082221985
0.45859962701797485,0.588401734828949,4,3264,
,,4,3264,0.4101896286010742
