val_loss,val_dice,epoch,step,Train_loss
0.5496818423271179,0.37659651041030884,0,652,
,,0,652,0.5973232388496399
0.5188425183296204,0.5318850874900818,1,1305,
,,1,1305,0.470387727022171
0.475498765707016,0.5574395060539246,2,1958,
,,2,1958,0.45024359226226807
0.5373023748397827,0.5614232420921326,3,2611,
,,3,2611,0.43258896470069885
0.4422917664051056,0.5940587520599365,4,3264,
,,4,3264,0.407702773809433
