val_loss,val_dice,epoch,step,Train_loss
0.5090966820716858,0.3719300627708435,0,652,
,,0,652,0.5936956405639648
0.5384971499443054,0.5192599296569824,1,1305,
,,1,1305,0.4769153892993927
0.48320648074150085,0.5496034026145935,2,1958,
,,2,1958,0.4473324418067932
0.455396831035614,0.5690450668334961,3,2611,
,,3,2611,0.4354007840156555
0.43620818853378296,0.5854977965354919,4,3264,
,,4,3264,0.4155789315700531
